,param,seed,alpha,df,asymmetry,straightness,gaussianity,efficiency,mod_int
12193,1.0473684210526315,18861887,1.09,2.89,0.0231,0.0065,47.1585,0.0,1
12194,1.0473684210526315,18881889,0.95,2.92,0.0328,0.0061,42.1603,0.0,1
12195,1.0473684210526315,18901891,1.08,3.06,0.0589,0.0015,44.6903,0.0,1
12196,1.0473684210526315,18921893,0.99,2.95,0.0255,0.0023,37.4041,0.0,1
12197,1.0473684210526315,18941895,1.09,2.89,0.0038,0.0021,44.1725,0.0,1
12198,1.0473684210526315,18961897,1.14,3.0,0.0704,0.0031,34.1625,0.0,1
12199,1.0473684210526315,18981899,1.08,2.81,0.0427,0.0035,36.9022,0.0,1
12200,1.0473684210526315,19001901,1.06,2.96,0.0228,0.0062,50.9938,0.0,1
12201,1.0473684210526315,19021903,1.09,2.91,0.019,0.004,53.7507,0.0,1
12202,1.0473684210526315,19041905,1.05,2.77,0.0529,0.0042,57.6723,0.0,1
12203,1.0473684210526315,19061907,1.17,2.97,0.0323,0.003,51.5471,0.0,1
12204,1.0473684210526315,19081909,1.19,2.98,0.0472,0.0008,45.25,0.0,1
12205,1.0473684210526315,19101911,1.08,3.06,0.0129,0.0058,61.1575,0.0,1
12206,1.0473684210526315,19121913,0.87,2.85,0.0239,0.0032,38.8023,0.0,1
12207,1.0473684210526315,19141915,1.07,2.86,0.0484,0.0025,49.516999999999996,0.0,1
12208,1.0473684210526315,19161917,1.1,2.9,0.053,0.0043,53.5081,0.0,1
12209,1.0473684210526315,19181919,1.07,2.91,0.0527,0.0074,44.0276,0.0,1
12210,1.0473684210526315,19201921,1.1,3.17,0.0377,0.0029,48.6135,0.0,1
12211,1.0473684210526315,19221923,1.14,2.97,0.0474,0.0052,46.6109,0.0,1
12212,1.0473684210526315,19241925,1.05,2.92,0.025,0.0039,45.335,0.0,1
12213,1.0473684210526315,19261927,0.96,3.12,0.0419,0.0033,42.251000000000005,0.0,1
12214,1.0473684210526315,19281929,1.06,2.85,0.042,0.009000000000000001,60.2692,0.0001,1
12215,1.0473684210526315,19301931,1.1,2.89,0.0053,0.0055,43.8465,0.0,1
12216,1.0473684210526315,19321933,1.08,2.96,0.0403,0.0037,47.7812,0.0,1
12217,1.0473684210526315,19341935,1.03,2.92,0.0472,0.003,38.5397,0.0,1
12218,1.0473684210526315,19361937,1.04,3.0,0.0555,0.0051,44.7421,0.0,1
12219,1.0473684210526315,19381939,1.04,2.76,0.0106,0.0017,58.3235,0.0,1
12220,1.0473684210526315,19401941,1.1,3.04,0.0671,0.0042,44.8674,0.0,1
12221,1.0473684210526315,19421943,0.99,2.99,0.0473,0.0041,42.256,0.0,1
12222,1.0473684210526315,19441945,1.25,2.79,0.0318,0.0077,52.4048,0.0,1
12223,1.0473684210526315,19461947,1.04,3.14,0.0421,0.0055,41.7698,0.0,1
12224,1.0473684210526315,19481949,0.9,2.9,0.0099,0.0048,39.7402,0.0,1
12225,1.0473684210526315,19501951,1.14,2.94,0.0604,0.0058,43.7901,0.0,1
12226,1.0473684210526315,19521953,1.16,2.93,0.001,0.003,54.3056,0.0,1
12227,1.0473684210526315,19541955,1.08,2.85,0.0705,0.0021,47.0684,0.0,1
12228,1.0473684210526315,19561957,0.94,2.85,0.0229,0.0042,31.8554,0.0,1
12229,1.0473684210526315,19581959,1.13,2.95,0.0662,0.0028,39.2205,0.0,1
12230,1.0473684210526315,19601961,1.13,2.91,0.0312,0.0061,42.1271,0.0,1
12231,1.0473684210526315,19621963,0.91,3.01,0.0055,0.006,39.1708,0.0,1
12232,1.0473684210526315,19641965,1.12,2.88,0.034,0.0044,44.1719,0.0,1
12233,1.0473684210526315,19661967,1.19,2.86,0.0079,0.0037,43.998999999999995,0.0,1
12234,1.0473684210526315,19681969,0.99,3.13,0.0516,0.0013,38.9552,0.0,1
12235,1.0473684210526315,19701971,0.94,2.85,0.0207,0.0069,36.3257,0.0,1
12236,1.0473684210526315,19721973,1.05,2.69,0.0288,0.0034,34.3063,0.0,1
12237,1.0473684210526315,19741975,1.05,2.8,0.0357,0.0042,47.2547,0.0,1
12238,1.0473684210526315,19761977,0.94,2.66,0.0138,0.0024,39.8899,0.0,1
12239,1.0473684210526315,19781979,1.08,2.9,0.0135,0.0071,48.8949,0.0,1
12240,1.0473684210526315,19801981,1.17,2.83,0.0749,0.0041,47.6785,0.0,1
12241,1.0473684210526315,19821983,1.15,3.0,0.0462,0.0068,38.4508,0.0,1
12242,1.0473684210526315,19841985,1.09,2.91,0.0357,0.0038,38.6172,0.0,1
12243,1.0473684210526315,19861987,1.01,2.86,0.0387,0.0048,49.5501,0.0,1
12244,1.0473684210526315,19881989,1.14,2.78,0.0817,0.003,47.8241,0.0,1
12245,1.0473684210526315,19901991,0.96,2.94,0.0027,0.0036,47.7919,0.0,1
12246,1.0473684210526315,19921993,1.0,2.9,0.0189,0.0068,52.6181,0.0,1
12247,1.0473684210526315,19941995,1.09,3.04,0.0202,0.0078,45.4918,0.0,1
12248,1.0473684210526315,19961997,1.02,2.76,0.0354,0.0045,37.6592,0.0,1
12249,1.0473684210526315,19981999,1.19,2.7,0.0866,0.0032,44.9946,0.0,1
12250,1.0473684210526315,20002001,1.01,2.84,0.0225,0.011000000000000001,40.0002,0.0001,1
12251,1.0473684210526315,20022003,1.04,2.81,0.0171,0.0023,43.6101,0.0,1
12252,1.0473684210526315,20042005,1.07,2.91,0.0398,0.0095,42.2032,0.0001,1
12253,1.0473684210526315,20062007,1.08,3.01,0.043,0.0021,52.8424,0.0,1
12254,1.0473684210526315,20082009,1.03,3.08,0.0511,0.0049,41.5624,0.0,1
12255,1.0473684210526315,20102011,1.04,3.0,0.0129,0.0043,41.2406,0.0,1
12256,1.0473684210526315,20122013,0.96,3.17,0.0321,0.0015,40.2473,0.0,1
12257,1.0473684210526315,20142015,0.92,3.04,0.0375,0.0063,39.9886,0.0,1
12258,1.0473684210526315,20162017,1.02,2.85,0.0419,0.0056,45.4951,0.0,1
12259,1.0473684210526315,20182019,1.04,2.95,0.0277,0.0051,42.515,0.0,1
12260,1.0473684210526315,20202021,1.11,2.99,0.0109,0.0077,45.54,0.0,1
12261,1.0473684210526315,20222023,0.98,2.76,0.0216,0.0019,47.7763,0.0,1
12262,1.0473684210526315,20242025,1.01,2.69,0.0647,0.0057,40.876999999999995,0.0,1
12263,1.0473684210526315,20262027,1.11,2.92,0.0665,0.0068,50.4932,0.0,1
12264,1.0473684210526315,20282029,0.93,2.96,0.0499,0.0062,42.6071,0.0,1
12265,1.0473684210526315,20302031,1.04,2.89,0.0276,0.0018,43.6533,0.0,1
12266,1.0473684210526315,20322033,0.97,2.86,0.0051,0.0007,53.6453,0.0,1
12267,1.0473684210526315,20342035,1.12,3.0,0.0868,0.0028,54.0286,0.0,1
12268,1.0473684210526315,20362037,1.06,3.05,0.0051,0.0061,43.5275,0.0,1
12269,1.0473684210526315,20382039,1.04,3.13,0.0426,0.0013,38.1424,0.0,1
12270,1.0473684210526315,20402041,0.87,2.89,0.016,0.0079,39.9225,0.0,1
12271,1.0473684210526315,20422043,1.01,2.96,0.0393,0.0042,39.1315,0.0,1
12272,1.0473684210526315,20442045,1.11,3.06,0.0091,0.0076,48.9324,0.0,1
12273,1.0473684210526315,20462047,0.97,2.94,0.0141,0.0055,44.0642,0.0,1
12274,1.0473684210526315,20482049,1.03,2.92,0.001,0.0077,38.2529,0.0,1
12275,1.0473684210526315,20502051,1.01,3.02,0.0436,0.006,44.1705,0.0,1
12276,1.0473684210526315,20522053,1.14,2.93,0.0484,0.0053,47.7555,0.0,1
12277,1.0473684210526315,20542055,1.08,2.94,0.0326,0.004,48.1433,0.0,1
12278,1.0473684210526315,20562057,1.05,3.02,0.0017,0.0025,32.9804,0.0,1
12279,1.0473684210526315,20582059,1.01,2.78,0.0567,0.0016,43.1403,0.0,1
12280,1.0473684210526315,20602061,1.06,2.81,0.0263,0.0015,38.4422,0.0,1
12281,1.0473684210526315,20622063,0.92,2.99,0.0221,0.0019,38.2838,0.0,1
12282,1.0473684210526315,20642065,0.85,2.89,0.0896,0.0072,46.1198,0.0,1
12283,1.0473684210526315,20662067,1.05,2.96,0.0144,0.0046,40.0615,0.0,1
12284,1.0473684210526315,20682069,1.18,2.95,0.0103,0.0035,37.7005,0.0,1
12285,1.0473684210526315,20702071,1.01,2.91,0.0182,0.0013,42.7123,0.0,1
12286,1.0473684210526315,20722073,1.17,2.96,0.0471,0.006999999999999999,47.6648,0.0,1
12287,1.0473684210526315,20742075,0.93,2.84,0.0614,0.0029,44.8791,0.0,1
12288,1.0473684210526315,20762077,1.04,2.81,0.0323,0.0079,41.1884,0.0,1
12289,1.0473684210526315,20782079,1.01,2.74,0.0076,0.0089,48.7211,0.0001,1
12290,1.0473684210526315,20802081,1.08,3.2,0.0135,0.0048,42.1377,0.0,1
12291,1.0473684210526315,20822083,0.88,2.98,0.0337,0.0048,40.7101,0.0,1
12292,1.0473684210526315,20842085,0.9,2.93,0.0122,0.006,40.0115,0.0,1
12293,1.0473684210526315,20862087,1.03,2.68,0.0206,0.0036,49.1822,0.0,1
12294,1.0473684210526315,20882089,1.03,2.92,0.0079,0.0076,62.7459,0.0,1
12295,1.0473684210526315,20902091,1.02,2.7,0.1036,0.0037,35.8216,0.0,1
12296,1.0473684210526315,20922093,1.17,3.04,0.0106,0.005,41.5953,0.0,1
12297,1.0473684210526315,20942095,0.95,3.13,0.0209,0.0076,37.491,0.0,1
12298,1.0473684210526315,20962097,1.16,3.05,0.0081,0.0013,52.3154,0.0,1
12299,1.0473684210526315,20982099,0.81,2.73,0.0604,0.0047,32.9386,0.0,1
12300,1.0473684210526315,21002101,1.02,2.84,0.0554,0.0051,38.4236,0.0,1
12301,1.0473684210526315,21022103,1.16,2.98,0.0113,0.003,49.6782,0.0,1
12302,1.0473684210526315,21042105,1.01,2.8,0.0401,0.0047,28.6598,0.0,1
12303,1.0473684210526315,21062107,1.06,2.87,0.0083,0.0059,43.3776,0.0,1
12304,1.0473684210526315,21082109,1.16,2.88,0.0456,0.002,45.2326,0.0,1
12305,1.0473684210526315,21102111,0.99,2.93,0.0439,0.0015,47.3963,0.0,1
12306,1.0473684210526315,21122113,1.01,2.59,0.0337,0.0059,40.4072,0.0,1
12307,1.0473684210526315,21142115,1.03,3.05,0.0305,0.0026,52.0997,0.0,1
12308,1.0473684210526315,21162117,0.92,2.88,0.0376,0.0036,32.4363,0.0,1
12309,1.0473684210526315,21182119,0.96,3.09,0.02,0.0028,34.5188,0.0,1
12310,1.0473684210526315,21202121,0.96,2.88,0.0023,0.0063,54.5018,0.0,1
12311,1.0473684210526315,21222123,1.18,2.98,0.0526,0.0045,38.4668,0.0,1
12312,1.0473684210526315,21242125,1.04,2.93,0.0252,0.0034,49.335,0.0,1
12313,1.0473684210526315,21262127,1.05,2.95,0.0253,0.0042,53.9613,0.0,1
12314,1.0473684210526315,21282129,1.05,2.8,0.0314,0.0034,45.6939,0.0,1
12315,1.0473684210526315,21302131,1.07,2.94,0.0254,0.0033,37.1713,0.0,1
12316,1.0473684210526315,21322133,1.21,2.94,0.0442,0.0058,47.8515,0.0,1
12317,1.0473684210526315,21342135,0.87,2.9,0.0576,0.0068,50.0651,0.0,1
12318,1.0473684210526315,21362137,1.18,2.89,0.0099,0.0023,59.2208,0.0,1
12319,1.0473684210526315,21382139,1.02,3.11,0.0232,0.0006,35.9633,0.0,1
12320,1.0473684210526315,21402141,1.15,2.96,0.0158,0.0022,48.5112,0.0,1
12321,1.0473684210526315,21422143,0.94,2.88,0.0595,0.0058,39.7137,0.0,1
12322,1.0473684210526315,21442145,0.93,2.97,0.032,0.0032,47.0663,0.0,1
12323,1.0473684210526315,21462147,1.11,2.85,0.0181,0.0066,43.5882,0.0,1
12324,1.0473684210526315,21482149,1.07,2.8,0.04,0.0046,56.8982,0.0,1
12325,1.0473684210526315,21502151,1.09,2.88,0.0441,0.0017,42.4686,0.0,1
12326,1.0473684210526315,21522153,0.98,2.89,0.0411,0.0012,46.4006,0.0,1
12327,1.0473684210526315,21542155,0.92,2.85,0.0076,0.0054,41.2174,0.0,1
12328,1.0473684210526315,21562157,0.95,2.72,0.0352,0.0056,40.3407,0.0,1
12329,1.0473684210526315,21582159,1.03,3.04,0.0123,0.0047,45.5688,0.0,1
12330,1.0473684210526315,21602161,0.93,2.89,0.0415,0.0012,35.542,0.0,1
12331,1.0473684210526315,21622163,0.95,2.84,0.0604,0.001,39.5935,0.0,1
12332,1.0473684210526315,21642165,1.12,2.91,0.0054,0.0029,44.5599,0.0,1
12333,1.0473684210526315,21662167,1.09,2.96,0.0042,0.0024,54.9681,0.0,1
12334,1.0473684210526315,21682169,1.01,2.72,0.049,0.0024,47.3265,0.0,1
12335,1.0473684210526315,21702171,1.11,2.95,0.0261,0.0023,45.615,0.0,1
12336,1.0473684210526315,21722173,1.18,2.98,0.0099,0.0034,50.4331,0.0,1
12337,1.0473684210526315,21742175,1.13,2.75,0.0046,0.0062,46.3368,0.0,1
12338,1.0473684210526315,21762177,1.11,2.72,0.0298,0.0036,50.8252,0.0,1
12339,1.0473684210526315,21782179,0.87,2.87,0.0231,0.0033,36.6406,0.0,1
12340,1.0473684210526315,21802181,1.02,2.93,0.0078,0.0062,47.7406,0.0,1
12341,1.0473684210526315,21822183,1.04,2.92,0.0306,0.0036,40.8751,0.0,1
12342,1.0473684210526315,21842185,0.97,2.96,0.0002,0.0031,34.1703,0.0,1
12343,1.0473684210526315,21862187,0.97,2.91,0.0442,0.0038,42.2765,0.0,1
12344,1.0473684210526315,21882189,1.12,3.09,0.0205,0.0043,45.4612,0.0,1
12345,1.0473684210526315,21902191,1.05,2.93,0.0157,0.0053,51.9161,0.0,1
12346,1.0473684210526315,21922193,1.04,3.02,0.1049,0.004,38.7297,0.0,1
12347,1.0473684210526315,21942195,1.09,2.71,0.0979,0.0031,45.5448,0.0,1
12348,1.0473684210526315,21962197,1.0,2.89,0.011000000000000001,0.0018,41.7999,0.0,1
12349,1.0473684210526315,21982199,1.01,2.92,0.084,0.002,51.8954,0.0,1
12350,1.0473684210526315,22002201,1.05,2.79,0.0041,0.0025,58.637,0.0,1
12351,1.0473684210526315,22022203,1.06,2.73,0.0537,0.0028,38.7588,0.0,1
12352,1.0473684210526315,22042205,1.01,3.02,0.0537,0.0018,45.9918,0.0,1
12353,1.0473684210526315,22062207,1.01,2.87,0.0215,0.0028,42.4662,0.0,1
12354,1.0473684210526315,22082209,1.03,3.07,0.0006,0.0016,35.3478,0.0,1
12355,1.0473684210526315,22102211,1.1,2.75,0.0364,0.0069,41.6544,0.0,1
12356,1.0473684210526315,22122213,0.95,2.79,0.0519,0.0037,48.2456,0.0,1
12357,1.0473684210526315,22142215,0.96,2.93,0.0147,0.0027,44.5835,0.0,1
12358,1.0473684210526315,22162217,1.15,3.01,0.0173,0.0038,40.3927,0.0,1
12359,1.0473684210526315,22182219,0.97,2.73,0.0842,0.0039,48.1954,0.0,1
12360,1.0473684210526315,22202221,0.93,2.8,0.0458,0.0015,37.4164,0.0,1
12361,1.0473684210526315,22222223,1.14,3.15,0.0845,0.0067,40.9521,0.0,1
12362,1.0473684210526315,22242225,1.06,2.88,0.0041,0.0045,43.6504,0.0,1
12363,1.0473684210526315,22262227,0.94,2.92,0.0541,0.0046,44.6831,0.0,1
12364,1.0473684210526315,22282229,1.07,2.81,0.0163,0.0007,46.9733,0.0,1
12365,1.0473684210526315,22302231,1.06,2.91,0.0757,0.0025,48.0154,0.0,1
12366,1.0473684210526315,22322233,0.97,2.84,0.0026,0.0003,49.5095,0.0,1
12367,1.0473684210526315,22342235,1.12,2.91,0.0343,0.0043,42.9152,0.0,1
12368,1.0473684210526315,22362237,1.03,3.03,0.0055,0.0091,42.0401,0.0001,1
12369,1.0473684210526315,22382239,1.03,2.96,0.023,0.002,38.5934,0.0,1
12370,1.0473684210526315,22402241,1.12,2.95,0.0272,0.0025,41.3799,0.0,1
12371,1.0473684210526315,22422243,1.03,2.89,0.0256,0.0032,45.4019,0.0,1
12372,1.0473684210526315,22442245,1.09,3.02,0.0411,0.0046,51.6572,0.0,1
12373,1.0473684210526315,22462247,1.1,2.93,0.0039,0.008,47.4482,0.0,1
12374,1.0473684210526315,22482249,1.0,2.75,0.054000000000000006,0.0032,45.0375,0.0,1
12375,1.0473684210526315,22502251,0.84,2.99,0.0068,0.0009,44.0996,0.0,1
12376,1.0473684210526315,22522253,1.13,2.97,0.0186,0.0062,45.3337,0.0,1
12377,1.0473684210526315,22542255,1.09,3.0,0.0428,0.0048,40.3758,0.0,1
12378,1.0473684210526315,22562257,1.04,2.94,0.0103,0.005,53.0126,0.0,1
12379,1.0473684210526315,22582259,1.04,2.87,0.031,0.0042,54.2395,0.0,1
12380,1.0473684210526315,22602261,1.03,2.98,0.0484,0.0039,45.7885,0.0,1
12381,1.0473684210526315,22622263,1.14,2.93,0.0199,0.005,58.086000000000006,0.0,1
12382,1.0473684210526315,22642265,0.85,2.75,0.036000000000000004,0.0019,41.9926,0.0,1
12383,1.0473684210526315,22662267,1.1,2.88,0.0041,0.002,42.7233,0.0,1
12384,1.0473684210526315,22682269,0.99,2.86,0.0915,0.0037,48.3913,0.0,1
12385,1.0473684210526315,22702271,0.98,2.86,0.0104,0.0053,44.7918,0.0,1
12386,1.0473684210526315,22722273,1.16,3.08,0.0182,0.0024,39.6056,0.0,1
12387,1.0473684210526315,22742275,1.07,2.94,0.0108,0.0035,49.713,0.0,1
12388,1.0473684210526315,22762277,0.92,3.08,0.0175,0.0066,39.3437,0.0,1
12389,1.0473684210526315,22782279,1.21,2.92,0.0071,0.0042,45.5972,0.0,1
12390,1.0473684210526315,22802281,1.0,2.9,0.0231,0.0034,48.8401,0.0,1
12391,1.0473684210526315,22822283,1.0,2.83,0.0335,0.0037,46.8941,0.0,1
12392,1.0473684210526315,22842285,0.93,3.06,0.0267,0.0035,31.9603,0.0,1
12393,1.0473684210526315,22862287,0.99,2.96,0.0141,0.0018,46.9058,0.0,1
12394,1.0473684210526315,22882289,1.06,2.98,0.0084,0.0109,53.6434,0.0001,1
12395,1.0473684210526315,22902291,0.88,3.11,0.0198,0.0064,42.8575,0.0,1
12396,1.0473684210526315,22922293,1.0,2.97,0.0319,0.0041,36.4699,0.0,1
12397,1.0473684210526315,22942295,1.07,3.14,0.0061,0.0041,41.8808,0.0,1
12398,1.0473684210526315,22962297,1.07,2.99,0.0051,0.0006,45.4121,0.0,1
12399,1.0473684210526315,22982299,1.22,2.97,0.0181,0.0008,44.7981,0.0,1
12400,1.0473684210526315,23002301,1.04,2.89,0.0188,0.0041,32.4222,0.0,1
12401,1.0473684210526315,23022303,0.98,2.89,0.0074,0.002,62.851000000000006,0.0,1
12402,1.0473684210526315,23042305,0.94,2.89,0.0235,0.003,45.1409,0.0,1
12403,1.0473684210526315,23062307,1.02,2.78,0.0657,0.0069,57.5542,0.0,1
12404,1.0473684210526315,23082309,1.02,2.82,0.024,0.0024,45.4999,0.0,1
12405,1.0473684210526315,23102311,1.08,3.08,0.0156,0.0049,39.1868,0.0,1
12406,1.0473684210526315,23122313,1.01,2.87,0.0269,0.0025,37.7353,0.0,1
12407,1.0473684210526315,23142315,1.13,3.11,0.0121,0.0066,45.339,0.0,1
12408,1.0473684210526315,23162317,1.02,2.71,0.0268,0.0048,50.5679,0.0,1
12409,1.0473684210526315,23182319,0.89,3.16,0.0127,0.0035,44.3256,0.0,1
12410,1.0473684210526315,23202321,1.05,3.11,0.0491,0.0042,37.8129,0.0,1
12411,1.0473684210526315,23222323,0.9,2.96,0.0219,0.0048,38.639,0.0,1
12412,1.0473684210526315,23242325,1.07,2.98,0.0183,0.0054,41.8928,0.0,1
12413,1.0473684210526315,23262327,1.21,2.8,0.0524,0.003,41.7897,0.0,1
12414,1.0473684210526315,23282329,1.14,2.89,0.0494,0.0049,42.7705,0.0,1
12415,1.0473684210526315,23302331,1.1,2.87,0.0154,0.002,55.9166,0.0,1
12416,1.0473684210526315,23322333,0.89,3.0,0.0495,0.0067,33.961999999999996,0.0,1
12417,1.0473684210526315,23342335,1.14,3.06,0.0334,0.0053,38.7259,0.0,1
12418,1.0473684210526315,23362337,1.09,2.79,0.0048,0.0076,50.3897,0.0,1
12419,1.0473684210526315,23382339,1.0,2.85,0.0511,0.0059,57.9997,0.0,1
12420,1.0473684210526315,23402341,1.1,2.91,0.036000000000000004,0.0073,41.3552,0.0,1
12421,1.0473684210526315,23422343,1.05,2.92,0.0857,0.0041,48.4789,0.0,1
12422,1.0473684210526315,23442345,0.85,2.89,0.0328,0.0045,38.7331,0.0,1
12423,1.0473684210526315,23462347,1.06,3.1,0.0105,0.0019,38.1706,0.0,1
12424,1.0473684210526315,23482349,1.0,3.0,0.0149,0.0022,40.3214,0.0,1
12425,1.0473684210526315,23502351,1.13,3.02,0.0227,0.005,44.206,0.0,1
12426,1.0473684210526315,23522353,0.89,3.02,0.0322,0.0028,40.9307,0.0,1
12427,1.0473684210526315,23542355,1.14,2.88,0.0058,0.0038,57.1467,0.0,1
12428,1.0473684210526315,23562357,1.01,2.72,0.1299,0.0012,36.8501,0.0,1
12429,1.0473684210526315,23582359,1.01,2.89,0.0403,0.0043,41.0389,0.0,1
12430,1.0473684210526315,23602361,1.06,3.07,0.0802,0.0038,47.6556,0.0,1
12431,1.0473684210526315,23622363,1.0,2.99,0.0343,0.0025,42.0031,0.0,1
12432,1.0473684210526315,23642365,1.09,3.04,0.0269,0.0011,30.1192,0.0,1
12433,1.0473684210526315,23662367,1.02,3.01,0.0255,0.0068,34.3813,0.0,1
12434,1.0473684210526315,23682369,1.22,3.05,0.0177,0.0014,43.7128,0.0,1
12435,1.0473684210526315,23702371,0.98,2.92,0.0291,0.0037,38.7564,0.0,1
12436,1.0473684210526315,23722373,1.09,2.99,0.0706,0.0046,42.7411,0.0,1
12437,1.0473684210526315,23742375,1.01,2.94,0.0118,0.0048,56.3193,0.0,1
12438,1.0473684210526315,23762377,1.11,2.79,0.0352,0.0034,36.0942,0.0,1
12439,1.0473684210526315,23782379,1.04,3.1,0.0133,0.0053,41.7224,0.0,1
12440,1.0473684210526315,23802381,1.06,2.77,0.0318,0.0045,37.4255,0.0,1
12441,1.0473684210526315,23822383,1.16,2.96,0.0004,0.0022,48.1389,0.0,1
12442,1.0473684210526315,23842385,1.13,3.02,0.028999999999999998,0.0035,57.996,0.0,1
12443,1.0473684210526315,23862387,1.12,2.98,0.0131,0.004,42.4818,0.0,1
12444,1.0473684210526315,23882389,0.93,3.02,0.0088,0.0033,37.0496,0.0,1
12445,1.0473684210526315,23902391,1.07,2.78,0.0205,0.0014,49.8322,0.0,1
12446,1.0473684210526315,23922393,1.17,2.76,0.0155,0.0067,46.9256,0.0,1
12447,1.0473684210526315,23942395,0.91,2.9,0.0112,0.0047,41.465,0.0,1
12448,1.0473684210526315,23962397,1.19,2.64,0.0648,0.0072,38.7769,0.0,1
12449,1.0473684210526315,23982399,1.04,3.1,0.0051,0.006999999999999999,48.4007,0.0,1
12450,1.0473684210526315,24002401,1.1,2.83,0.0804,0.003,48.7526,0.0,1
12451,1.0473684210526315,24022403,0.97,3.14,0.001,0.0018,38.8948,0.0,1
12452,1.0473684210526315,24042405,0.97,2.73,0.0025,0.0034,53.0474,0.0,1
12453,1.0473684210526315,24062407,0.97,3.08,0.0101,0.0025,35.1999,0.0,1
12454,1.0473684210526315,24082409,1.2,3.04,0.0363,0.0054,42.0288,0.0,1
12455,1.0473684210526315,24102411,1.24,3.03,0.1024,0.0017,43.5422,0.0,1
12456,1.0473684210526315,24122413,1.08,3.07,0.0258,0.0031,42.5175,0.0,1
12457,1.0473684210526315,24142415,1.05,3.02,0.0435,0.001,48.5209,0.0,1
12458,1.0473684210526315,24162417,1.06,2.69,0.0439,0.0068,43.3949,0.0,1
12459,1.0473684210526315,24182419,0.92,3.13,0.0194,0.0017,37.3801,0.0,1
12460,1.0473684210526315,24202421,1.05,3.04,0.0417,0.0014,37.6977,0.0,1
12461,1.0473684210526315,24222423,1.08,2.93,0.0083,0.006,50.6435,0.0,1
12462,1.0473684210526315,24242425,0.92,3.13,0.0563,0.0047,35.6559,0.0,1
12463,1.0473684210526315,24262427,0.88,3.06,0.0304,0.0026,38.2129,0.0,1
12464,1.0473684210526315,24282429,1.0,2.95,0.0272,0.0045,56.2256,0.0,1
12465,1.0473684210526315,24302431,1.03,3.09,0.0524,0.0021,43.7812,0.0,1
12466,1.0473684210526315,24322433,1.0,2.93,0.0391,0.0027,46.9745,0.0,1
12467,1.0473684210526315,24342435,1.08,3.02,0.0476,0.0048,46.0597,0.0,1
12468,1.0473684210526315,24362437,1.1,2.96,0.0088,0.0028,48.032,0.0,1
12469,1.0473684210526315,24382439,1.08,2.98,0.0129,0.0009,33.9058,0.0,1
12470,1.0473684210526315,24402441,1.11,2.99,0.0034,0.0062,32.95,0.0,1
12471,1.0473684210526315,24422443,0.98,2.94,0.0166,0.0048,44.9066,0.0,1
12472,1.0473684210526315,24442445,1.17,2.89,0.0504,0.003,32.4908,0.0,1
12473,1.0473684210526315,24462447,0.98,3.01,0.0513,0.0059,41.4456,0.0,1
12474,1.0473684210526315,24482449,1.12,2.96,0.0096,0.0066,37.7145,0.0,1
12475,1.0473684210526315,24502451,0.96,2.84,0.0342,0.0057,41.61600000000001,0.0,1
12476,1.0473684210526315,24522453,1.05,3.0,0.0315,0.0023,42.00899999999999,0.0,1
12477,1.0473684210526315,24542455,1.11,2.84,0.049,0.0054,48.4514,0.0,1
12478,1.0473684210526315,24562457,1.03,2.76,0.0029,0.0016,39.5124,0.0,1
12479,1.0473684210526315,24582459,1.02,2.82,0.033,0.0015,59.7266,0.0,1
12480,1.0473684210526315,24602461,1.03,2.75,0.0025,0.0015,42.7782,0.0,1
12481,1.0473684210526315,24622463,1.0,3.08,0.0069,0.0029,42.3593,0.0,1
12482,1.0473684210526315,24642465,1.04,2.96,0.0823,0.0015,38.2357,0.0,1
12483,1.0473684210526315,24662467,1.03,2.89,0.02,0.0045,50.0387,0.0,1
12484,1.0473684210526315,24682469,0.84,2.85,0.032,0.0028,39.3488,0.0,1
12485,1.0473684210526315,24702471,0.93,3.02,0.0332,0.0025,43.4182,0.0,1
12486,1.0473684210526315,24722473,1.06,3.03,0.0045,0.0046,53.0781,0.0,1
12487,1.0473684210526315,24742475,1.17,2.97,0.0048,0.0039,44.7765,0.0,1
12488,1.0473684210526315,24762477,0.91,3.1,0.0145,0.0028,38.3883,0.0,1
12489,1.0473684210526315,24782479,1.12,2.94,0.0011,0.0037,54.8227,0.0,1
12490,1.0473684210526315,24802481,1.05,2.94,0.024,0.0044,35.6406,0.0,1
12491,1.0473684210526315,24822483,1.14,2.81,0.0625,0.0055,53.2832,0.0,1
12492,1.0473684210526315,24842485,0.98,2.99,0.0462,0.0032,55.5198,0.0,1
12493,1.0473684210526315,24862487,0.92,2.85,0.049,0.0028,38.9689,0.0,1
12494,1.0473684210526315,24882489,0.96,3.04,0.0674,0.0035,36.6008,0.0,1
12495,1.0473684210526315,24902491,1.03,3.17,0.0192,0.0046,36.8862,0.0,1
12496,1.0473684210526315,24922493,1.17,2.93,0.0256,0.0071,47.9532,0.0,1
12497,1.0473684210526315,24942495,1.1,2.94,0.0179,0.0011,41.5543,0.0,1
12498,1.0473684210526315,24962497,0.95,2.77,0.04,0.0024,43.6496,0.0,1
12499,1.0473684210526315,24982499,0.95,2.86,0.018000000000000002,0.0079,40.6059,0.0,1
12500,1.1526315789473685,1,1.08,2.85,0.0366,0.0051,54.2737,0.0,1
12501,1.1526315789473685,23,1.16,2.82,0.0989,0.0026,50.2797,0.0,1
12502,1.1526315789473685,45,1.28,2.81,0.0442,0.0036,50.4998,0.0,1
